Commodity,year,value
FERTILISERS.,2016,69.32999999999997
FERTILISERS.,2017,106.32999999999998
FERTILISERS.,2018,147.92
FERTILISERS.,2019,49.449999999999974
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1997,1198.0599999999995
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1998,1029.12
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1999,1163.8499999999995
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2000,1376.3099999999997
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2001,1217.6099999999994
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2002,1397.4599999999996
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2003,1236.2199999999996
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2004,1313.9399999999998
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2005,1421.1099999999994
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2006,1563.1699999999998
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2007,1487.5999999999995
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2008,1292.0199999999995
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2009,1815.3599999999997
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2010,2320.9399999999982
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2011,3286.2700000000004
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2012,3322.6499999999996
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2013,4822.930000000002
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2014,5249.45
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2015,4486.230000000001
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2016,5500.970000000001
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2017,6850.79
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2018,6256.82
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2019,3089.21
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",1997,537.5099999999998
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",1998,583.6499999999997
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",1999,606.5499999999998
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2000,641.3499999999998
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2001,655.2899999999995
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2002,625.3999999999997
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2003,767.5699999999996
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2004,910.6600000000001
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2005,1045.0999999999995
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2006,1237.3699999999994
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2007,1490.4299999999996
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2008,1548.0399999999997
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2009,1510.39
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2010,1757.2700000000002
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2011,2086.82
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2012,2063.2699999999995
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2013,2546.989999999999
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2014,2948.0200000000004
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2015,2741.4999999999995
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2016,2764.9700000000003
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2017,2826.879999999999
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2018,2907.799999999998
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2019,1388.1699999999994
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1997,19.76
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1998,23.36
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1999,36.19999999999999
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2000,53.26
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2001,58.870000000000005
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2002,78.54000000000003
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2003,148.79999999999998
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2004,262.73999999999995
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2005,297.58000000000004
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2006,425.14
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2007,551.8199999999998
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2008,548.9499999999999
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2009,539.4199999999995
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2010,805.1499999999999
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2011,903.8299999999999
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2012,974.2099999999999
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2013,1095.2800000000002
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2014,1175.6299999999999
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2015,1264.9199999999994
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2016,1311.5199999999998
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2017,1496.26
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2018,1709.97
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2019,904.04
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",1998,0.14
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",1999,0.02
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2000,0.17
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2001,0.29000000000000004
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2002,0.9600000000000001
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2003,0.36000000000000004
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2004,0.5800000000000001
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2005,0.09999999999999999
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2006,0.16
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2007,0.19
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2008,0.21
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2009,0.08
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2010,0.16
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2011,1.6300000000000003
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2012,0.24
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2013,0.8800000000000001
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2014,2.32
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2015,4.979999999999999
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2016,11.77
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2017,11.909999999999995
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2018,12.929999999999994
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2019,6.3599999999999985
GLASS AND GLASSWARE.,1997,57.33000000000003
GLASS AND GLASSWARE.,1998,53.149999999999984
GLASS AND GLASSWARE.,1999,90.78000000000009
GLASS AND GLASSWARE.,2000,136.54999999999995
GLASS AND GLASSWARE.,2001,139.23
GLASS AND GLASSWARE.,2002,174.04000000000005
GLASS AND GLASSWARE.,2003,209.84999999999994
GLASS AND GLASSWARE.,2004,218.16000000000005
GLASS AND GLASSWARE.,2005,235.6000000000001
GLASS AND GLASSWARE.,2006,307.36999999999995
GLASS AND GLASSWARE.,2007,378.03999999999996
GLASS AND GLASSWARE.,2008,408.93
GLASS AND GLASSWARE.,2009,353.37999999999994
GLASS AND GLASSWARE.,2010,406.16999999999996
GLASS AND GLASSWARE.,2011,534.2799999999997
GLASS AND GLASSWARE.,2012,588.1599999999997
GLASS AND GLASSWARE.,2013,638.7699999999995
GLASS AND GLASSWARE.,2014,701.6499999999996
GLASS AND GLASSWARE.,2015,703.5999999999999
GLASS AND GLASSWARE.,2016,654.8199999999998
GLASS AND GLASSWARE.,2017,719.2600000000002
GLASS AND GLASSWARE.,2018,949.11
GLASS AND GLASSWARE.,2019,447.2699999999999
HEADGEAR AND PARTS THEREOF.,1997,3.1300000000000003
HEADGEAR AND PARTS THEREOF.,1998,4.479999999999997
HEADGEAR AND PARTS THEREOF.,1999,3.5899999999999994
HEADGEAR AND PARTS THEREOF.,2000,5.119999999999997
HEADGEAR AND PARTS THEREOF.,2001,4.959999999999998
HEADGEAR AND PARTS THEREOF.,2002,5.969999999999998
HEADGEAR AND PARTS THEREOF.,2003,7.229999999999999
HEADGEAR AND PARTS THEREOF.,2004,5.549999999999997
HEADGEAR AND PARTS THEREOF.,2005,9.069999999999997
HEADGEAR AND PARTS THEREOF.,2006,13.519999999999989
HEADGEAR AND PARTS THEREOF.,2007,16.819999999999997
HEADGEAR AND PARTS THEREOF.,2008,21.199999999999996
HEADGEAR AND PARTS THEREOF.,2009,18.379999999999992
HEADGEAR AND PARTS THEREOF.,2010,22.30999999999999
HEADGEAR AND PARTS THEREOF.,2011,28.34
HEADGEAR AND PARTS THEREOF.,2012,42.84000000000001
HEADGEAR AND PARTS THEREOF.,2013,42.2
HEADGEAR AND PARTS THEREOF.,2014,44.000000000000014
HEADGEAR AND PARTS THEREOF.,2015,38.079999999999984
HEADGEAR AND PARTS THEREOF.,2016,39.56000000000002
HEADGEAR AND PARTS THEREOF.,2017,41.07000000000001
HEADGEAR AND PARTS THEREOF.,2018,45.67999999999999
HEADGEAR AND PARTS THEREOF.,2019,30.129999999999992
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1997,40.01
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1998,40.42000000000001
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1999,40.640000000000015
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2000,41.37000000000002
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2001,38.43000000000001
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2002,48.26000000000001
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2003,66.49000000000002
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2004,70.05000000000001
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2005,79.03999999999998
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2006,83.63999999999999
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2007,98.84000000000002
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2008,104.40000000000003
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2009,118.68000000000005
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2010,125.91000000000004
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2011,165.43000000000004
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2012,190.42000000000002
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2013,269.42
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2014,365.5899999999998
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2015,202.25999999999996
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2016,211.07
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2017,233.61
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2018,258.2999999999999
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2019,130.74
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1997,207.71999999999997
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1998,158.04999999999998
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1999,159.41
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2000,235.40000000000003
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2001,263.80999999999995
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2002,401.9800000000001
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2003,423.88999999999976
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2004,638.9299999999995
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2005,774.6599999999994
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2006,803.1899999999998
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2007,824.5499999999998
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2008,1143.5199999999998
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2009,963.0099999999995
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2010,1846.75
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2011,1798.3700000000003
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2012,1318.4199999999998
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2013,1363.8000000000002
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2014,1429.649999999999
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2015,1206.98
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2016,1363.1799999999996
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2017,1733.239999999999
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2018,2011.3099999999995
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2019,863.5300000000002
IRON AND STEEL,1997,989.38
IRON AND STEEL,1998,662.0400000000003
IRON AND STEEL,1999,892.14
IRON AND STEEL,2000,1132.52
IRON AND STEEL,2001,939.87
IRON AND STEEL,2002,1911.9799999999998
IRON AND STEEL,2003,2590.7900000000004
IRON AND STEEL,2004,4218.069999999999
IRON AND STEEL,2005,3813.289999999999
IRON AND STEEL,2006,5598.6
IRON AND STEEL,2007,6557.530000000002
IRON AND STEEL,2008,7532.989999999998
IRON AND STEEL,2009,4515.829999999999
IRON AND STEEL,2010,7138.92
IRON AND STEEL,2011,8301.669999999998
IRON AND STEEL,2012,8089.220000000003
IRON AND STEEL,2013,9223.090000000004
IRON AND STEEL,2014,8684.040000000005
IRON AND STEEL,2015,5492.199999999997
IRON AND STEEL,2016,8682.819999999998
IRON AND STEEL,2017,11244.330000000005
IRON AND STEEL,2018,9741.669999999998
IRON AND STEEL,2019,4656.950000000002
KNITTED OR CROCHETED FABRICS.,1997,42.00000000000002
KNITTED OR CROCHETED FABRICS.,1998,36.589999999999996
KNITTED OR CROCHETED FABRICS.,1999,28.96
KNITTED OR CROCHETED FABRICS.,2000,33.47999999999999
KNITTED OR CROCHETED FABRICS.,2001,28.73
KNITTED OR CROCHETED FABRICS.,2002,33.529999999999994
KNITTED OR CROCHETED FABRICS.,2003,51.66
KNITTED OR CROCHETED FABRICS.,2004,44.15999999999999
KNITTED OR CROCHETED FABRICS.,2005,49.550000000000004
KNITTED OR CROCHETED FABRICS.,2006,76.32
KNITTED OR CROCHETED FABRICS.,2007,90.33999999999997
KNITTED OR CROCHETED FABRICS.,2008,99.82
KNITTED OR CROCHETED FABRICS.,2009,122.18000000000004
KNITTED OR CROCHETED FABRICS.,2010,197.6
KNITTED OR CROCHETED FABRICS.,2011,221.21
KNITTED OR CROCHETED FABRICS.,2012,218.24
KNITTED OR CROCHETED FABRICS.,2013,242.07
KNITTED OR CROCHETED FABRICS.,2014,256.80999999999995
KNITTED OR CROCHETED FABRICS.,2015,241.79999999999998
KNITTED OR CROCHETED FABRICS.,2016,284.44000000000005
KNITTED OR CROCHETED FABRICS.,2017,342.90000000000003
KNITTED OR CROCHETED FABRICS.,2018,440.1700000000001
KNITTED OR CROCHETED FABRICS.,2019,210.28
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",1997,252.48
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",1998,288.60999999999996
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",1999,289.07999999999987
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2000,235.17
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2001,215.19000000000003
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2002,237.3
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2003,242.23000000000005
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2004,331.7300000000001
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2005,398.77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2006,387.1900000000001
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2007,412.8499999999999
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2008,460.3599999999999
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2009,395.40999999999997
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2010,853.2699999999999
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2011,3679.6399999999994
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2012,4321.260000000001
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2013,2414.8
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2014,1947.4399999999998
