Commodity,year,value
EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2015,10.36
EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2016,9.829999999999998
EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2017,6.6499999999999995
EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2018,10.1
EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,2019,4.300000000000001
FERTILISERS.,1997,844.3499999999998
FERTILISERS.,1998,811.62
FERTILISERS.,1999,1079.43
FERTILISERS.,2000,444.89000000000004
FERTILISERS.,2001,455.66999999999996
FERTILISERS.,2002,358.71999999999997
FERTILISERS.,2003,503.57
FERTILISERS.,2004,961.6199999999999
FERTILISERS.,2005,1676.8100000000002
FERTILISERS.,2006,2668.4599999999996
FERTILISERS.,2007,4609.76
FERTILISERS.,2008,12011.19
FERTILISERS.,2009,5991.53
FERTILISERS.,2010,6181.25
FERTILISERS.,2011,9220.829999999998
FERTILISERS.,2012,7413.220000000001
FERTILISERS.,2013,5351.929999999999
FERTILISERS.,2014,6386.570000000001
FERTILISERS.,2015,7072.850000000003
FERTILISERS.,2016,4285.92
FERTILISERS.,2017,4670.56
FERTILISERS.,2018,6661.910000000002
FERTILISERS.,2019,3713.3300000000013
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1997,11.49
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1998,14.780000000000001
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1999,7.83
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2000,6.719999999999999
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2001,8.05
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2002,8.129999999999999
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2003,11.259999999999996
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2004,14.229999999999997
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2005,22.349999999999998
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2006,24.000000000000004
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2007,34.080000000000005
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2008,50.84
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2009,42.410000000000004
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2010,79.93
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2011,101.87000000000003
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2012,67.39
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2013,44.59000000000001
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2014,61.660000000000004
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2015,67.15
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2016,58.85000000000001
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2017,90.5
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2018,106.29
"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",2019,53.82
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",1997,23.000000000000004
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",1998,25.869999999999997
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",1999,25.309999999999995
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2000,24.95
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2001,20.410000000000004
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2002,23.71000000000001
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2003,37.290000000000006
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2004,54.98000000000001
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2005,92.55000000000001
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2006,125.79999999999998
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2007,152.32000000000002
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2008,159.96999999999997
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2009,151.79
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2010,282.63999999999993
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2011,324.2799999999998
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2012,386.5599999999997
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2013,397.92999999999967
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2014,460.46
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2015,472.9299999999999
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2016,535.1
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2017,687.2499999999999
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2018,746.9599999999996
"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2019,390.3999999999999
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1997,22.290000000000006
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1998,20.569999999999993
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1999,25.24000000000001
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2000,42.04
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2001,50.61000000000001
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2002,70.22000000000003
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2003,106.72999999999999
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2004,163.98000000000002
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2005,249.17
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2006,398.22999999999996
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2007,586.9299999999996
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2008,593.9799999999996
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2009,550.8299999999997
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2010,842.93
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2011,1100.67
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2012,1108.5199999999998
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2013,1141.7999999999997
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2014,1286.1499999999996
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2015,1493.1699999999996
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2016,1466.639999999999
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2017,1875.5099999999998
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2018,1792.48
"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2019,846.7799999999997
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",1997,2.4600000000000004
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",1998,1.9300000000000004
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",1999,1.4200000000000004
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2000,0.9800000000000002
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2001,1.7800000000000005
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2002,2.9599999999999986
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2003,2.38
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2004,2.4699999999999998
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2005,3.369999999999999
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2006,5.18
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2007,3.2299999999999986
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2008,2.9099999999999993
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2009,2.2699999999999996
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2010,4.079999999999999
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2011,6.529999999999998
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2012,5.189999999999998
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2013,4.789999999999997
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2014,5.239999999999999
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2015,2.7799999999999994
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2016,2.919999999999999
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2017,5.469999999999996
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2018,6.999999999999998
"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",2019,5.009999999999999
GLASS AND GLASSWARE.,1997,72.75000000000001
GLASS AND GLASSWARE.,1998,89.01999999999997
GLASS AND GLASSWARE.,1999,100.66999999999999
GLASS AND GLASSWARE.,2000,104.72
GLASS AND GLASSWARE.,2001,135.59
GLASS AND GLASSWARE.,2002,119.58999999999999
GLASS AND GLASSWARE.,2003,161.53000000000003
GLASS AND GLASSWARE.,2004,216.79000000000005
GLASS AND GLASSWARE.,2005,295.13000000000005
GLASS AND GLASSWARE.,2006,332.0299999999998
GLASS AND GLASSWARE.,2007,418.0599999999999
GLASS AND GLASSWARE.,2008,442.7799999999998
GLASS AND GLASSWARE.,2009,451.13999999999993
GLASS AND GLASSWARE.,2010,607.9899999999996
GLASS AND GLASSWARE.,2011,706.7599999999999
GLASS AND GLASSWARE.,2012,764.0500000000001
GLASS AND GLASSWARE.,2013,734.1299999999999
GLASS AND GLASSWARE.,2014,845.5600000000002
GLASS AND GLASSWARE.,2015,920.3799999999999
GLASS AND GLASSWARE.,2016,1004.5100000000001
GLASS AND GLASSWARE.,2017,1244.9299999999996
GLASS AND GLASSWARE.,2018,1354.0800000000004
GLASS AND GLASSWARE.,2019,662.8399999999999
HEADGEAR AND PARTS THEREOF.,1997,0.15
HEADGEAR AND PARTS THEREOF.,1998,0.23
HEADGEAR AND PARTS THEREOF.,1999,0.15
HEADGEAR AND PARTS THEREOF.,2000,0.37000000000000005
HEADGEAR AND PARTS THEREOF.,2001,0.33
HEADGEAR AND PARTS THEREOF.,2002,0.46
HEADGEAR AND PARTS THEREOF.,2003,0.8000000000000003
HEADGEAR AND PARTS THEREOF.,2004,1.1600000000000004
HEADGEAR AND PARTS THEREOF.,2005,2.33
HEADGEAR AND PARTS THEREOF.,2006,2.5
HEADGEAR AND PARTS THEREOF.,2007,3.3699999999999988
HEADGEAR AND PARTS THEREOF.,2008,4.009999999999998
HEADGEAR AND PARTS THEREOF.,2009,6.419999999999997
HEADGEAR AND PARTS THEREOF.,2010,10.349999999999994
HEADGEAR AND PARTS THEREOF.,2011,9.31
HEADGEAR AND PARTS THEREOF.,2012,11.299999999999999
HEADGEAR AND PARTS THEREOF.,2013,13.84
HEADGEAR AND PARTS THEREOF.,2014,13.619999999999997
HEADGEAR AND PARTS THEREOF.,2015,15.409999999999997
HEADGEAR AND PARTS THEREOF.,2016,16.839999999999993
HEADGEAR AND PARTS THEREOF.,2017,22.57999999999999
HEADGEAR AND PARTS THEREOF.,2018,27.860000000000014
HEADGEAR AND PARTS THEREOF.,2019,15.439999999999998
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1997,118.36999999999999
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1998,117.72
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",1999,112.24000000000001
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2000,123.64
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2001,143.93
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2002,154.97000000000003
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2003,178.38
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2004,261.82
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2005,362.11999999999995
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2006,390.8099999999998
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2007,468.99999999999994
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2008,499.6099999999999
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2009,525.2999999999998
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2010,621.4999999999999
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2011,788.7799999999996
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2012,734.2299999999996
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2013,745.5099999999995
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2014,784.2899999999996
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2015,713.0799999999999
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2016,677.4899999999999
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2017,860.9699999999997
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2018,873.8199999999999
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2019,409.76
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1997,1207.46
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1998,1287.2700000000002
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",1999,1335.44
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2000,1086.0900000000001
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2001,1201.3499999999997
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2002,1152.7299999999998
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2003,1287.3499999999995
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2004,1809.3600000000004
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2005,2359.269999999999
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2006,2535.3100000000018
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2007,2831.709999999999
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2008,4726.72
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2009,3430.2900000000013
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2010,3782.2000000000007
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2011,5794.769999999998
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2012,5282.640000000004
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2013,4796.459999999999
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2014,5136.870000000001
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2015,5068.11
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2016,4720.630000000001
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2017,6037.539999999998
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2018,7624.430000000003
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2019,3361.6500000000005
IRON AND STEEL,1997,1419.0699999999997
IRON AND STEEL,1998,1055.7199999999998
IRON AND STEEL,1999,1107.5300000000002
IRON AND STEEL,2000,956.3299999999998
IRON AND STEEL,2001,1103.7199999999996
IRON AND STEEL,2002,1108.51
IRON AND STEEL,2003,1774.5799999999997
IRON AND STEEL,2004,3355.4799999999996
IRON AND STEEL,2005,5446.260000000002
IRON AND STEEL,2006,6142.479999999997
IRON AND STEEL,2007,9089.359999999999
IRON AND STEEL,2008,10265.3
IRON AND STEEL,2009,8813.91
IRON AND STEEL,2010,11009.499999999998
IRON AND STEEL,2011,13645.729999999989
IRON AND STEEL,2012,13615.350000000002
IRON AND STEEL,2013,9109.450000000006
IRON AND STEEL,2014,12341.779999999997
IRON AND STEEL,2015,11251.660000000007
IRON AND STEEL,2016,8238.709999999997
IRON AND STEEL,2017,10432.039999999995
IRON AND STEEL,2018,12582.09
IRON AND STEEL,2019,6410.710000000002
KNITTED OR CROCHETED FABRICS.,1997,10.280000000000001
KNITTED OR CROCHETED FABRICS.,1998,15.909999999999998
KNITTED OR CROCHETED FABRICS.,1999,39.379999999999995
KNITTED OR CROCHETED FABRICS.,2000,49.93
KNITTED OR CROCHETED FABRICS.,2001,43.83
KNITTED OR CROCHETED FABRICS.,2002,42.099999999999994
KNITTED OR CROCHETED FABRICS.,2003,44.920000000000016
KNITTED OR CROCHETED FABRICS.,2004,60.139999999999986
KNITTED OR CROCHETED FABRICS.,2005,100.42000000000002
KNITTED OR CROCHETED FABRICS.,2006,100.56999999999998
KNITTED OR CROCHETED FABRICS.,2007,141.42000000000004
KNITTED OR CROCHETED FABRICS.,2008,148.35000000000002
KNITTED OR CROCHETED FABRICS.,2009,159.34000000000006
KNITTED OR CROCHETED FABRICS.,2010,251.08000000000004
KNITTED OR CROCHETED FABRICS.,2011,363.34000000000003
KNITTED OR CROCHETED FABRICS.,2012,389.17999999999995
KNITTED OR CROCHETED FABRICS.,2013,374.1199999999999
KNITTED OR CROCHETED FABRICS.,2014,469.84
KNITTED OR CROCHETED FABRICS.,2015,489.77
KNITTED OR CROCHETED FABRICS.,2016,477.33999999999986
KNITTED OR CROCHETED FABRICS.,2017,592.2799999999997
KNITTED OR CROCHETED FABRICS.,2018,565.5999999999999
KNITTED OR CROCHETED FABRICS.,2019,296.7199999999999
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",1997,30.160000000000007
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",1998,26.270000000000007
